SERIAL,SERIAL2,NEW/REN/MOD/DUP/STORAGE,LIC_PER_NO,CALLSIGN,FORMNO,OWNER,DATEPAID,DATEISS,EFFDATE,EXPDATE,OR#,STNLOC,MAKE,TYPE,CLASS,REMARKS,REMARKS2,REMARKS3,REMARKS4,CMMNPOINT,STPUROKBGY,TOWNCITY,PROVINCE,TOOPERATE,E-LONG,N-LAT,TXFREQ,RXFREQ,TXFREQ2,RXFREQ2,TXFREQ3,RXFREQ3,TXFREQ4,RXFREQ4,TXFREQ5,RXFREQ5,TXFREQ6,RXFREQ6,TXFREQ7,RXFREQ7,TXFREQ8,RXFREQ8,SIMPLEX1,SIMPLEX2,SIMPLEX3,SIMPLEX4,SIMPLEX5,SIMPLEX6,SIMPLEX7,SIMPLEX8,SIMPLEX9,SIMPLEX10,SIMPLEX11,SIMPLEX12,SIMPLEX13,SIMPLEX14,SIMPLEX15,NATURE,HOURS,BW/EMISSION,Dir,ANTHGT,ANTTYPE,ANTDB,AUTHPOWER,FREQRANGE,AMOUNT,LICFEE,INSPFEE,MODFEE,SUF,CP,FF,PPUR,PPOSSES,SURCHARGE,REGFEE,DUP,DOC STAMP TAX,BARNAME,INSPDATE
56012767-8,,REN,P-MM-07668-19,4DDQ-6227b,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
B8110754,,REN,FX/FB-MM-00382-19,4IV-51e/4IH-51e,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,"Mine Site, Hinatuan Island, Surigao City, Surigao del Norte.",KENWOOD,TM-281A,FX/FB,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Fixed Base radio.,"125° - 23' - 17.71""","09° - 35' - 40""",166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-Directional,-60 FT.,-F23 Diamond,-6.0 dB,0.065,136 - 174 MHz,18520,1080,480,0,120,0,0,0,0,0,0,0,30,/SHEI,
B8112159,,REN,FX/FB-MM-00386-19,4IV-47e/4IH-47e,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,"Mine Site, Hinatuan Island, Surigao City, Surigao del Norte.",KENWOOD,TM-281A,FX/FB,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Fixed Base radio.,"125° - 16' - 20.1""","09° - 17' - 21.25""",166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-Directional,-60 FT.,-F23 Diamond,-6.0 dB,0.065,136 - 174 MHz,18520,1080,480,0,120,0,0,0,0,0,0,0,30,/SHEI,
B8112158,,REN,FX/FB-MM-00387-19,4IV-48e/4IH-48e,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,"Mine Site, Hinatuan Island, Surigao City, Surigao del Norte.",KENWOOD,TM-281A,FX/FB,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Fixed Base radio.,"125° - 33' - 20.20""","09° - 11' - 25.30""",166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-Directional,-60 FT.,-F23 Diamond,-6.0 dB,0.065,136 - 174 MHz,18520,1080,480,0,120,0,0,0,0,0,0,0,30,/SHEI,
56012764-7,,REN,P-MM-07675-19,4DDQ-6219b,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012607-9,,REN,P-MM-07672-19,4DDQ-6228b,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012607-7,,REN,P-MM-07809-19,4DDQ-6008a,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012693-4,,REN,P-MM-07653-19,4DDQ-6223c,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012710-6,,REN,P-MM-07808-19,4DDQ-6010d,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56011499-5,,REN,P-MM-07807-19,4DDQ-6220,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56011500-6,,REN,P-MM-07804-19,4DDQ-6220d,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56011497-1,,REN,P-MM-07802-19,4DDQ-6221b,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56011498-8,,REN,P-MM-07697-19,4DDQ-6222b,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012700-7,,REN,P-MM-07662-19,4DDQ-6225d,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012601-7,,REN,P-MM-07660-19,4DDQ-6225b,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012603-1,,REN,P-MM-07658-19,4DDQ-6224d,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012604-8,,REN,P-MM-07655-19,4DDQ-6224,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012609-3,,REN,P-MM-07657-19,4DDQ-6224c,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012610-7,,REN,P-MM-07652-19,4DDQ-6223b,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012692-7,,REN,P-MM-07651-19,4DDQ-6223,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012605-5,,REN,P-MM-07670-19,4DDQ-6227d,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
56012606-2,,REN,P-MM-07671-19,4DDQ-6228,NRSL-MM-0392-20,HINATUAN MINING CORPORATION,06/07/2024,06/07/2024,06/07/2024,06/12/2026,1441478,Portable,ICOM,IC-V88,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Hinatuan Island, Surigao City and vicinities.","Hinatuan Island, Talavera,","Tagana-an,",Surigao del Norte,a private Portable radio.,,,166.400,166.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,Unity,0.005,136 - 174 MHz,18520,240,240,0,8,0,0,0,0,0,0,0,30,/SHEI,
446TZZ0515,,NEW/REG,P-MM-04167-25,4DDQ-7195c,NRSL-MM-0882-25,"SNS SECURITY AGENCY, INC.",06/16/2025,06/16/2025,06/16/2025,06/15/2026,1478048,PORTABLE,MOTOROLA,XiR-P6600i,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for insepction at a reasonable date and time.,,,Within the network of the licensee,"P-5 Depot Corales, Brgy. Banban,","Tagana-an,",Surigao del Norte,a private portable radio,,,169.1375,169.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,7516,240,240,0,8,0,0,0,0,0,0,0,30,/KIM,
446TZXC916,,NEW/REG,P-MM-04168-25,4DDQ-7195d,NRSL-MM-0882-25,"SNS SECURITY AGENCY, INC.",06/16/2025,06/16/2025,06/16/2025,06/15/2026,1478048,PORTABLE,MOTOROLA,XiR-P6600i,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for insepction at a reasonable date and time.,,,Within the network of the licensee,"P-5 Depot Corales, Brgy. Banban,","Tagana-an,",Surigao del Norte,a private portable radio,,,169.1375,169.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,7516,240,240,0,8,0,0,0,0,0,0,0,30,/KIM,
18623A4338,,REN,P-MM-03715-24,DUBF-9652,NRSL-MM-0808-24,PHILSAGA MINING CORPORATION,05/13/2025,05/14/2025,06/21/2025,06/20/2026,1459806,PORTABLE,HYTERA,PD408,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,G9,within Agusan del Sur and vicinity,"Purok 1A, Bayugan 3,","Rosario,",Agusan del Sur,a private Portable radio.,,,170.8000,170.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,HJ,11K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,44542,240,240,0,0,0,0,0,0,612.4,0,0,30,/SHEI,
18623A4339,,REN,P-MM-03716-24,DUBF-9653,NRSL-MM-0809-24,PHILSAGA MINING CORPORATION,05/13/2025,05/14/2025,06/21/2025,06/20/2026,1459806,PORTABLE,HYTERA,PD408,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,G9,within Agusan del Sur and vicinity,"Purok 1A, Bayugan 3,","Rosario,",Agusan del Sur,a private Portable radio.,,,170.8000,170.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,HJ,11K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,44542,240,240,0,0,0,0,0,0,612.4,0,0,30,/SHEI,
18623A4337,,REN,P-MM-03714-24,DUBF-9651,NRSL-MM-0807-24,PHILSAGA MINING CORPORATION,05/13/2025,05/14/2025,06/21/2025,06/20/2026,1459806,PORTABLE,HYTERA,PD408,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,G9,within Agusan del Sur and vicinity,"Purok 1A, Bayugan 3,","Rosario,",Agusan del Sur,a private Portable radio.,,,170.8000,170.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,HJ,11K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,44542,240,240,0,0,0,0,0,0,612.4,0,0,30,/SHEI,
18623A4336,,REN,P-MM-03713-24,DUBF-9650,NRSL-MM-0806-24,PHILSAGA MINING CORPORATION,05/13/2025,05/14/2025,06/21/2025,06/20/2026,1459806,PORTABLE,HYTERA,PD408,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,G9,within Agusan del Sur and vicinity,"Purok 1A, Bayugan 3,","Rosario,",Agusan del Sur,a private Portable radio.,,,170.8000,170.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,HJ,11K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,44542,240,240,0,0,0,0,0,0,612.4,0,0,30,/SHEI,
18623A4340,,REN,P-MM-03717-24,DUBF-9654,NRSL-MM-0810-24,PHILSAGA MINING CORPORATION,05/13/2025,05/14/2025,06/21/2025,06/20/2026,1459806,PORTABLE,HYTERA,PD408,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,G9,within Agusan del Sur and vicinity,"Purok 1A, Bayugan 3,","Rosario,",Agusan del Sur,a private Portable radio.,,,170.8000,170.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,HJ,11K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,44542,240,240,0,0,0,0,0,0,612.4,0,0,30,/SHEI,
14UV8517521,,REN,P-MM-07648-19,DVM-9568,NRSL-MM-0288-19,VISA SECURITY SERVICES,05/30/2025,05/30/2025,06/21/2025,06/20/2026,1374695,PORTABLE,CIGNUS,V-85,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities.,"Santan St., J.P. Rizal","Butuan City,",Agusan del Norte,a private Portable radio.,,,139.750,139.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16KOF3E,-ND,,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,8740,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
14UV8502399,,REN,P-MM-07650-19,DVM-9567,NRSL-MM-0288-19,VISA SECURITY SERVICES,05/30/2025,05/30/2025,06/21/2025,06/20/2026,1374695,PORTABLE,CIGNUS,V-85,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities.,"Santan St., J.P. Rizal","Butuan City,",Agusan del Norte,a private Portable radio.,,,139.750,139.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16KOF3E,-ND,,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,8740,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
14UV8519496,,REN,P-MM-07642-19,DVM-9569,NRSL-MM-0288-19,VISA SECURITY SERVICES,05/30/2025,05/30/2025,06/21/2025,06/20/2026,1374695,PORTABLE,CIGNUS,V-85,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities.,"Santan St., J.P. Rizal","Butuan City,",Agusan del Norte,a private Portable radio.,,,139.750,139.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16KOF3E,-ND,,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,8740,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
14UV8523218,,REN,P-MM-07647-19,DVM-9566,NRSL-MM-0288-19,VISA SECURITY SERVICES,05/30/2025,05/30/2025,06/21/2025,06/20/2026,1374695,PORTABLE,CIGNUS,V-85,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities.,"Santan St., J.P. Rizal","Butuan City,",Agusan del Norte,a private Portable radio.,,,139.750,139.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16KOF3E,-ND,,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,8740,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
14UV8501731,,REN,P-MM-07646-19,DVM-9565,NRSL-MM-0288-19,VISA SECURITY SERVICES,05/30/2025,05/30/2025,06/21/2025,06/20/2026,1374695,PORTABLE,CIGNUS,V-85,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities.,"Santan St., J.P. Rizal","Butuan City,",Agusan del Norte,a private Portable radio.,,,139.750,139.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16KOF3E,-ND,,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,8740,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
50076345,,REN,P-MM-07645-19,DVM-9564,NRSL-MM-0288-19,VISA SECURITY SERVICES,05/30/2025,05/30/2025,06/21/2025,06/20/2026,1374695,PORTABLE,ICOM,IC-V80,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities.,"Santan St., J.P. Rizal","Butuan City,",Agusan del Norte,a private Portable radio.,,,139.750,139.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16KOF3E,-ND,,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,8740,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
60188400-9,,REN,P-MM-07644-19,DVM-9563,NRSL-MM-0288-19,VISA SECURITY SERVICES,05/30/2025,05/30/2025,06/21/2025,06/20/2026,1374695,PORTABLE,ICOM,IC-V80,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities.,"Santan St., J.P. Rizal","Butuan City,",Agusan del Norte,a private Portable radio.,,,139.750,139.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16KOF3E,-ND,,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,8740,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
08008869-8,,REN,P-MM-07643-19,DVM-9562,NRSL-MM-0288-19,VISA SECURITY SERVICES,05/30/2025,05/30/2025,06/21/2025,06/20/2026,1374695,PORTABLE,ICOM,IC-V80,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities.,"Santan St., J.P. Rizal","Butuan City,",Agusan del Norte,a private Portable radio.,,,139.750,139.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16KOF3E,-ND,,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,8740,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
